Source,Target,Type,Id,Label,timeset,Weight
DrLupo,SypherPK,Undirected,40457,,,4048
DrLupo,Amouranth,Undirected,40458,,,604
DrLupo,Nadeshot,Undirected,40459,,,1520
DrLupo,LVNDMARK,Undirected,40460,,,4852
DrLupo,tommyinnit,Undirected,40461,,,590
DrLupo,Deadlyslob,Undirected,40462,,,896
DrLupo,pokimane,Undirected,40463,,,1424
DrLupo,Fresh,Undirected,40464,,,516
DrLupo,Nmplol,Undirected,40465,,,810
DrLupo,itsHafu,Undirected,40466,,,1068
DrLupo,Symfuhny,Undirected,40467,,,2088
DrLupo,Jinnytty,Undirected,40468,,,578
DrLupo,Greekgodx,Undirected,40469,,,516
DrLupo,Syndicate,Undirected,40470,,,818
DrLupo,QuarterJade,Undirected,40471,,,662
DrLupo,NICKMERCS,Undirected,40472,,,7912
DrLupo,CDNThe3rd,Undirected,40473,,,524
DrLupo,scoped,Undirected,40474,,,536
DrLupo,CohhCarnage,Undirected,40475,,,1728
DrLupo,LIRIK,Undirected,40476,,,2392
DrLupo,ops1x,Undirected,40477,,,594
DrLupo,dakotaz,Undirected,40478,,,1582
DrLupo,StableRonaldo_,Undirected,40479,,,528
DrLupo,ShivFPS,Undirected,40480,,,626
DrLupo,Shotz,Undirected,40481,,,582
DrLupo,AriaSaki,Undirected,40482,,,644
DrLupo,fuslie,Undirected,40483,,,506
DrLupo,Tfue,Undirected,40484,,,1140
DrLupo,Sykkuno,Undirected,40485,,,1996
DrLupo,Loeya,Undirected,40486,,,1148
DrLupo,Trainwreckstv,Undirected,40487,,,1658
DrLupo,Anthony_Kongphan,Undirected,40488,,,696
DrLupo,Castro_1021,Undirected,40489,,,822
DrLupo,AdmiralBahroo,Undirected,40490,,,744
DrLupo,TimTheTatman,Undirected,40491,,,7920
DrLupo,HasanAbi,Undirected,40492,,,1016
DrLupo,Quin69,Undirected,40493,,,784
DrLupo,jacksepticeye,Undirected,40494,,,622
DrLupo,EmadGG,Undirected,40495,,,616
DrLupo,ludwig,Undirected,40496,,,1840
DrLupo,Gladd,Undirected,40497,,,968
DrLupo,sodapoppin,Undirected,40498,,,1902
DrLupo,MitchJones,Undirected,40499,,,556
DrLupo,Maximilian_DOOD,Undirected,40500,,,580
DrLupo,Bugha,Undirected,40501,,,714
DrLupo,Sacriel,Undirected,40502,,,632
DrLupo,scump,Undirected,40503,,,796
DrLupo,NateHill,Undirected,40504,,,1128
DrLupo,Rubius,Undirected,40505,,,512
nl_Kripp,shroud,Undirected,40512,,,1260
nl_Kripp,loltyler1,Undirected,40513,,,1118
nl_Kripp,AsmodaiTV,Undirected,40514,,,1028
nl_Kripp,itsHafu,Undirected,40515,,,774
nl_Kripp,Dota2RuHub,Undirected,40516,,,514
nl_Kripp,CohhCarnage,Undirected,40517,,,892
nl_Kripp,LIRIK,Undirected,40518,,,1172
nl_Kripp,bmkibler,Undirected,40519,,,898
nl_Kripp,RduLIVE,Undirected,40520,,,2634
nl_Kripp,Thijs,Undirected,40521,,,2260
nl_Kripp,Sykkuno,Undirected,40522,,,628
nl_Kripp,Trainwreckstv,Undirected,40523,,,782
nl_Kripp,AdmiralBulldog,Undirected,40524,,,540
nl_Kripp,AdmiralBahroo,Undirected,40525,,,1044
nl_Kripp,HasanAbi,Undirected,40526,,,856
nl_Kripp,Quin69,Undirected,40527,,,718
nl_Kripp,Doublelift,Undirected,40528,,,526
nl_Kripp,ludwig,Undirected,40529,,,1002
nl_Kripp,sodapoppin,Undirected,40530,,,1596
nl_Kripp,dogdog,Undirected,40531,,,2316
nl_Kripp,MitchJones,Undirected,40532,,,558
nl_Kripp,GMHikaru,Undirected,40533,,,620
loustreams,shroud,Undirected,40537,,,534
loustreams,Albralelie,Undirected,40538,,,802
loustreams,Rogue,Undirected,40539,,,1754
loustreams,TSM_ImperialHal,Undirected,40540,,,4690
loustreams,ShivFPS,Undirected,40541,,,2708
loustreams,LuluLuvely,Undirected,40542,,,820
loustreams,Genburten,Undirected,40543,,,530
Jelty,Clix,Undirected,40547,,,1654
Jelty,scoped,Undirected,40548,,,524
Jelty,MarkiLokurasY,Undirected,40549,,,738
Jelty,auronplay,Undirected,40550,,,1022
Jelty,ibai,Undirected,40551,,,1162
Jelty,TheGrefg,Undirected,40552,,,2716
Jelty,Vicens,Undirected,40553,,,1496
Jelty,Bugha,Undirected,40554,,,1230
Jelty,Rubius,Undirected,40555,,,2346
Clix,shroud,Undirected,40567,,,732
Clix,loltyler1,Undirected,40568,,,574
Clix,Aydan,Undirected,40569,,,682
Clix,SypherPK,Undirected,40570,,,7180
Clix,TenZ,Undirected,40571,,,656
Clix,AdinRoss,Undirected,40572,,,8448
Clix,BigEx,Undirected,40573,,,1176
Clix,Nadeshot,Undirected,40574,,,696
Clix,Flight23white,Undirected,40575,,,1000
Clix,tommyinnit,Undirected,40576,,,2080
Clix,nelkboys,Undirected,40577,,,1664
Clix,pokimane,Undirected,40578,,,1038
Clix,POW3Rtv,Undirected,40579,,,568
Clix,Fresh,Undirected,40580,,,1086
Clix,itsHafu,Undirected,40581,,,578
Clix,Symfuhny,Undirected,40582,,,2050
Clix,RiceGum,Undirected,40583,,,2104
Clix,Amar,Undirected,40584,,,960
Clix,Philza,Undirected,40585,,,710
Clix,NICKMERCS,Undirected,40586,,,8978
Clix,scoped,Undirected,40587,,,7450
Clix,ops1x,Undirected,40588,,,11114
Clix,dakotaz,Undirected,40589,,,1618
Clix,Heelmike,Undirected,40590,,,1306
Clix,MarkiLokurasY,Undirected,40591,,,654
Clix,auronplay,Undirected,40592,,,594
Clix,StableRonaldo_,Undirected,40593,,,17030
Clix,ibai,Undirected,40594,,,832
Clix,Marzz_Ow,Undirected,40595,,,2090
Clix,Tubbo,Undirected,40596,,,620
Clix,fuslie,Undirected,40597,,,542
Clix,wavyjacob,Undirected,40598,,,1406
Clix,Tfue,Undirected,40599,,,2410
Clix,HusKerrs,Undirected,40600,,,502
Clix,LosPollosTV,Undirected,40601,,,932
Clix,Sykkuno,Undirected,40602,,,2146
Clix,Loeya,Undirected,40603,,,632
Clix,Trainwreckstv,Undirected,40604,,,2292
Clix,Castro_1021,Undirected,40605,,,1328
Clix,ItsJSTN,Undirected,40606,,,562
Clix,TimTheTatman,Undirected,40607,,,1700
Clix,TheGrefg,Undirected,40608,,,1204
Clix,EmadGG,Undirected,40609,,,2416
Clix,Arab,Undirected,40610,,,3142
Clix,ludwig,Undirected,40611,,,1234
Clix,Replays,Undirected,40612,,,852
Clix,Vicens,Undirected,40613,,,682
Clix,Bugha,Undirected,40614,,,9642
Clix,mitr0,Undirected,40615,,,3288
Clix,Gotaga,Undirected,40616,,,596
Clix,scump,Undirected,40617,,,642
Clix,UnknownxArmy,Undirected,40618,,,6386
Clix,x2Twins,Undirected,40619,,,1550
Clix,bronny,Undirected,40620,,,1226
Clix,NateHill,Undirected,40621,,,1102
Clix,Rubius,Undirected,40622,,,1128
shroud,Scarra,Undirected,40652,,,852
shroud,loltyler1,Undirected,40653,,,4752
shroud,roflgator,Undirected,40654,,,1150
shroud,BruceDropEmOff,Undirected,40655,,,554
shroud,dasMEHDI,Undirected,40656,,,684
shroud,TinaKitten,Undirected,40657,,,696
shroud,SypherPK,Undirected,40658,,,1002
shroud,TenZ,Undirected,40659,,,1322
shroud,Amouranth,Undirected,40660,,,1374
shroud,Nadeshot,Undirected,40661,,,1088
shroud,LVNDMARK,Undirected,40662,,,2520
shroud,Atrioc,Undirected,40663,,,746
shroud,notmes,Undirected,40664,,,1370
shroud,Deadlyslob,Undirected,40665,,,524
shroud,g2perkz,Undirected,40666,,,1392
shroud,Rekkles,Undirected,40667,,,2006
shroud,Faker,Undirected,40668,,,1150
shroud,pokimane,Undirected,40669,,,3026
shroud,Nmplol,Undirected,40670,,,5650
shroud,itsHafu,Undirected,40671,,,1296
shroud,Symfuhny,Undirected,40672,,,1784
shroud,Jinnytty,Undirected,40673,,,4844
shroud,Gorgc,Undirected,40674,,,1228
shroud,Rogue,Undirected,40675,,,532
shroud,Evelone192,Undirected,40676,,,698
shroud,TFBlade,Undirected,40677,,,644
shroud,TSM_ImperialHal,Undirected,40678,,,1482
shroud,Dota2RuHub,Undirected,40679,,,794
shroud,Greekgodx,Undirected,40680,,,2750
shroud,epicenter_en1,Undirected,40681,,,1428
shroud,Syndicate,Undirected,40682,,,1024
shroud,QuarterJade,Undirected,40683,,,1796
shroud,NICKMERCS,Undirected,40684,,,4710
shroud,CDNThe3rd,Undirected,40685,,,756
shroud,CohhCarnage,Undirected,40686,,,2568
shroud,moistcr1tikal,Undirected,40687,,,1332
shroud,LIRIK,Undirected,40688,,,8204
shroud,TrilluXe,Undirected,40689,,,502
shroud,TheRunningManZ,Undirected,40690,,,2216
shroud,buster,Undirected,40691,,,672
shroud,cdewx,Undirected,40692,,,1716
shroud,dakotaz,Undirected,40693,,,864
shroud,Pink_Sparkles,Undirected,40694,,,728
shroud,masondota2,Undirected,40695,,,560
shroud,Nightblue3,Undirected,40696,,,572
shroud,limit_maximum,Undirected,40697,,,1364
shroud,RduLIVE,Undirected,40698,,,638
shroud,Thijs,Undirected,40699,,,1116
shroud,Jankos,Undirected,40700,,,804
shroud,ibai,Undirected,40701,,,804
shroud,Kyle,Undirected,40702,,,530
shroud,ShivFPS,Undirected,40703,,,978
shroud,Shotz,Undirected,40704,,,640
shroud,AriaSaki,Undirected,40705,,,1158
shroud,fuslie,Undirected,40706,,,1080
shroud,Tfue,Undirected,40707,,,1456
shroud,ONSCREEN,Undirected,40708,,,680
shroud,Towelliee,Undirected,40709,,,774
shroud,HusKerrs,Undirected,40710,,,990
shroud,Shaunz,Undirected,40711,,,512
shroud,tarik,Undirected,40712,,,1090
shroud,neeko,Undirected,40713,,,554
shroud,LuluLuvely,Undirected,40714,,,760
shroud,Sykkuno,Undirected,40715,,,2108
shroud,Loeya,Undirected,40716,,,714
shroud,Trainwreckstv,Undirected,40717,,,5452
shroud,Loserfruit,Undirected,40718,,,542
shroud,DeuceAce,Undirected,40719,,,728
shroud,Anthony_Kongphan,Undirected,40720,,,660
shroud,AdmiralBulldog,Undirected,40721,,,1126
shroud,Castro_1021,Undirected,40722,,,1278
shroud,Maya,Undirected,40723,,,3316
shroud,k3soju,Undirected,40724,,,620
shroud,AdmiralBahroo,Undirected,40725,,,1664
shroud,Ponce,Undirected,40726,,,520
shroud,TimTheTatman,Undirected,40727,,,5450
shroud,HasanAbi,Undirected,40728,,,3730
shroud,Recrent,Undirected,40729,,,746
shroud,Smoke,Undirected,40730,,,5956
shroud,Quin69,Undirected,40731,,,3768
shroud,jacksepticeye,Undirected,40732,,,504
shroud,NymN,Undirected,40733,,,1352
shroud,Doublelift,Undirected,40734,,,1462
shroud,BotezLive,Undirected,40735,,,566
shroud,ludwig,Undirected,40736,,,5948
shroud,Gladd,Undirected,40737,,,794
shroud,sodapoppin,Undirected,40738,,,14742
shroud,dogdog,Undirected,40739,,,836
shroud,MitchJones,Undirected,40740,,,6846
shroud,robcdee,Undirected,40741,,,602
shroud,Maximilian_DOOD,Undirected,40742,,,1178
shroud,IWillDominate,Undirected,40743,,,554
shroud,Sacriel,Undirected,40744,,,1228
shroud,Gotaga,Undirected,40745,,,520
shroud,Preachlfw,Undirected,40746,,,856
shroud,fps_shaka,Undirected,40747,,,544
shroud,scump,Undirected,40748,,,1182
shroud,ROSHTEIN,Undirected,40749,,,1280
shroud,pokelawls,Undirected,40750,,,2548
shroud,GingiTV,Undirected,40751,,,1110
shroud,Yogscast,Undirected,40752,,,746
shroud,maitoz,Undirected,40753,,,1010
shroud,39daph,Undirected,40754,,,1510
shroud,lestream,Undirected,40755,,,568
shroud,GMHikaru,Undirected,40756,,,1690
shroud,Ash_on_LoL,Undirected,40757,,,838
shroud,NoWay4u_Sir,Undirected,40758,,,692
shroud,alanzoka,Undirected,40759,,,794
shroud,Shlorox,Undirected,40760,,,564
shroud,bnans,Undirected,40761,,,1006
shroud,peterparkTV,Undirected,40762,,,614
shroud,midbeast,Undirected,40763,,,554
shroud,PaymoneyWubby,Undirected,40764,,,570
shroud,Rubius,Undirected,40765,,,868
supertf,sleepy,Undirected,40769,,,1184
supertf,Trainwreckstv,Undirected,40770,,,664
supertf,HasanAbi,Undirected,40771,,,776
supertf,harbleu,Undirected,40772,,,1416
supertf,ludwig,Undirected,40773,,,928
supertf,sodapoppin,Undirected,40774,,,618
supertf,39daph,Undirected,40775,,,896
JonVlogs,gafallen,Undirected,40778,,,538
JonVlogs,fnxLNTC,Undirected,40779,,,824
JonVlogs,deercheerup,Undirected,40780,,,752
JonVlogs,NOBRU,Undirected,40781,,,730
JonVlogs,alanzoka,Undirected,40782,,,602
MYM_ALKAPONE,auronplay,Undirected,40784,,,908
MYM_ALKAPONE,ibai,Undirected,40785,,,1328
MYM_ALKAPONE,SkyshockTV,Undirected,40786,,,2676
MYM_ALKAPONE,Rubius,Undirected,40787,,,2268
Scarra,loltyler1,Undirected,40795,,,548
Scarra,TinaKitten,Undirected,40796,,,700
Scarra,pokimane,Undirected,40797,,,950
Scarra,itsHafu,Undirected,40798,,,596
Scarra,QuarterJade,Undirected,40799,,,1906
Scarra,AriaSaki,Undirected,40800,,,984
Scarra,fuslie,Undirected,40801,,,930
Scarra,Sykkuno,Undirected,40802,,,1316
Scarra,ludwig,Undirected,40803,,,1280
Scarra,sodapoppin,Undirected,40804,,,1034
Scarra,Ash_on_LoL,Undirected,40805,,,508
Scarra,peterparkTV,Undirected,40806,,,920
Scarra,Masayoshi,Undirected,40807,,,602
gafallen,fer,Undirected,40812,,,3310
gafallen,PatoPapao,Undirected,40813,,,552
gafallen,cidcidoso,Undirected,40814,,,868
gafallen,adolfz,Undirected,40815,,,1052
gafallen,RatoBorrachudo,Undirected,40816,,,670
gafallen,ziGueira,Undirected,40817,,,928
gafallen,Rakin,Undirected,40818,,,700
gafallen,lucascharmoso,Undirected,40819,,,538
gafallen,henriquehen1,Undirected,40820,,,3068
gafallen,hastad,Undirected,40821,,,578
gafallen,Castro_1021,Undirected,40822,,,592
gafallen,fnxLNTC,Undirected,40823,,,5904
gafallen,pr4ass,Undirected,40824,,,1532
gafallen,jean_mago,Undirected,40825,,,860
gafallen,FlowPodcast,Undirected,40826,,,1076
gafallen,deercheerup,Undirected,40827,,,7500
gafallen,tioorochitwitch,Undirected,40828,,,642
gafallen,aXtLOL,Undirected,40829,,,1562
gafallen,Baiano,Undirected,40830,,,774
gafallen,alanzoka,Undirected,40831,,,2662
VooDooSh,Dota2RuHub,Undirected,40832,,,1786
VooDooSh,buster,Undirected,40833,,,506
VooDooSh,HoneyMad,Undirected,40834,,,1172
VooDooSh,KarmikKoala,Undirected,40835,,,1594
loltyler1,roflgator,Undirected,40859,,,736
loltyler1,SypherPK,Undirected,40860,,,682
loltyler1,TenZ,Undirected,40861,,,766
loltyler1,Amouranth,Undirected,40862,,,848
loltyler1,Nadeshot,Undirected,40863,,,630
loltyler1,LVNDMARK,Undirected,40864,,,792
loltyler1,g2perkz,Undirected,40865,,,5788
loltyler1,Rekkles,Undirected,40866,,,7942
loltyler1,Faker,Undirected,40867,,,4520
loltyler1,CoreJJ,Undirected,40868,,,1078
loltyler1,pokimane,Undirected,40869,,,2432
loltyler1,Nmplol,Undirected,40870,,,3294
loltyler1,itsHafu,Undirected,40871,,,1058
loltyler1,Symfuhny,Undirected,40872,,,764
loltyler1,Kurumx,Undirected,40873,,,548
loltyler1,Jinnytty,Undirected,40874,,,1520
loltyler1,Gorgc,Undirected,40875,,,636
loltyler1,TFBlade,Undirected,40876,,,5096
loltyler1,TSM_ImperialHal,Undirected,40877,,,634
loltyler1,Greekgodx,Undirected,40878,,,1904
loltyler1,Syndicate,Undirected,40879,,,566
loltyler1,QuarterJade,Undirected,40880,,,850
loltyler1,NICKMERCS,Undirected,40881,,,2722
loltyler1,CohhCarnage,Undirected,40882,,,910
loltyler1,moistcr1tikal,Undirected,40883,,,1212
loltyler1,Sardoche,Undirected,40884,,,530
loltyler1,LIRIK,Undirected,40885,,,3914
loltyler1,dakotaz,Undirected,40886,,,596
loltyler1,Nightblue3,Undirected,40887,,,2046
loltyler1,RduLIVE,Undirected,40888,,,506
loltyler1,Thijs,Undirected,40889,,,964
loltyler1,Jankos,Undirected,40890,,,5336
loltyler1,ibai,Undirected,40891,,,1086
loltyler1,Japczan,Undirected,40892,,,592
loltyler1,ShivFPS,Undirected,40893,,,576
loltyler1,AriaSaki,Undirected,40894,,,598
loltyler1,fuslie,Undirected,40895,,,674
loltyler1,Tfue,Undirected,40896,,,836
loltyler1,tarik,Undirected,40897,,,608
loltyler1,Sykkuno,Undirected,40898,,,1886
loltyler1,Trainwreckstv,Undirected,40899,,,5070
loltyler1,AvoidingThePuddle,Undirected,40900,,,510
loltyler1,AdmiralBulldog,Undirected,40901,,,512
loltyler1,Castro_1021,Undirected,40902,,,1012
loltyler1,Maya,Undirected,40903,,,1706
loltyler1,k3soju,Undirected,40904,,,1524
loltyler1,AdmiralBahroo,Undirected,40905,,,1050
loltyler1,TimTheTatman,Undirected,40906,,,2210
loltyler1,HasanAbi,Undirected,40907,,,2856
loltyler1,Quin69,Undirected,40908,,,1686
loltyler1,NymN,Undirected,40909,,,1048
loltyler1,Doublelift,Undirected,40910,,,5366
loltyler1,ludwig,Undirected,40911,,,4548
loltyler1,sodapoppin,Undirected,40912,,,6478
loltyler1,dogdog,Undirected,40913,,,860
loltyler1,MitchJones,Undirected,40914,,,3446
loltyler1,Maximilian_DOOD,Undirected,40915,,,746
loltyler1,IWillDominate,Undirected,40916,,,2430
loltyler1,scump,Undirected,40917,,,622
loltyler1,ROSHTEIN,Undirected,40918,,,968
loltyler1,pokelawls,Undirected,40919,,,1516
loltyler1,Yogscast,Undirected,40920,,,594
loltyler1,SirhcEz,Undirected,40921,,,572
loltyler1,39daph,Undirected,40922,,,894
loltyler1,keanelol,Undirected,40923,,,584
loltyler1,GMHikaru,Undirected,40924,,,2054
loltyler1,dopa24,Undirected,40925,,,1576
loltyler1,Ash_on_LoL,Undirected,40926,,,502
loltyler1,NoWay4u_Sir,Undirected,40927,,,1080
loltyler1,ElmiilloR,Undirected,40928,,,768
loltyler1,alanzoka,Undirected,40929,,,514
loltyler1,KarasMai,Undirected,40930,,,2274
loltyler1,Sanchovies,Undirected,40931,,,1326
loltyler1,midbeast,Undirected,40932,,,3092
loltyler1,Rubius,Undirected,40933,,,1122
Zombie_Barricades,dasMEHDI,Undirected,40940,,,3890
Zombie_Barricades,Kyle,Undirected,40941,,,604
Zombie_Barricades,Shotz,Undirected,40942,,,4302
Zombie_Barricades,ludwig,Undirected,40943,,,534
fer,henriquehen1,Undirected,40947,,,1726
fer,fnxLNTC,Undirected,40948,,,2954
fer,pr4ass,Undirected,40949,,,1048
fer,deercheerup,Undirected,40950,,,2694
fer,aXtLOL,Undirected,40951,,,536
fer,alanzoka,Undirected,40952,,,636
roflgator,Nmplol,Undirected,40965,,,2344
roflgator,Jinnytty,Undirected,40966,,,1040
roflgator,Greekgodx,Undirected,40967,,,828
roflgator,LIRIK,Undirected,40968,,,1332
roflgator,Trainwreckstv,Undirected,40969,,,1416
roflgator,Maya,Undirected,40970,,,966
roflgator,AdmiralBahroo,Undirected,40971,,,624
roflgator,HasanAbi,Undirected,40972,,,1790
roflgator,NymN,Undirected,40973,,,584
roflgator,ludwig,Undirected,40974,,,1572
roflgator,sodapoppin,Undirected,40975,,,4974
roflgator,MitchJones,Undirected,40976,,,1250
roflgator,pokelawls,Undirected,40977,,,1610
roflgator,39daph,Undirected,40978,,,550
BruceDropEmOff,AdinRoss,Undirected,40984,,,1858
BruceDropEmOff,BigEx,Undirected,40985,,,680
BruceDropEmOff,Flight23white,Undirected,40986,,,544
BruceDropEmOff,Silky,Undirected,40987,,,636
BruceDropEmOff,Im_Dontai,Undirected,40988,,,1066
BruceDropEmOff,NICKMERCS,Undirected,40989,,,758
BruceDropEmOff,LosPollosTV,Undirected,40990,,,1592
BruceDropEmOff,Trainwreckstv,Undirected,40991,,,846
Aydan,GD_booya,Undirected,40996,,,834
Aydan,Symfuhny,Undirected,40997,,,1792
Aydan,MuTeX,Undirected,40998,,,1678
Aydan,NICKMERCS,Undirected,40999,,,4148
Aydan,scoped,Undirected,41000,,,534
Aydan,Tfue,Undirected,41001,,,614
Aydan,HusKerrs,Undirected,41002,,,1866
Aydan,TimTheTatman,Undirected,41003,,,1202
Aydan,scump,Undirected,41004,,,990
Aydan,Tommey,Undirected,41005,,,1194
Aydan,FaZeBlaze,Undirected,41006,,,634
Aydan,averagejoewo,Undirected,41007,,,678
dasMEHDI,NICKMERCS,Undirected,41018,,,514
dasMEHDI,LIRIK,Undirected,41019,,,1134
dasMEHDI,Kyle,Undirected,41020,,,1508
dasMEHDI,Shotz,Undirected,41021,,,6090
dasMEHDI,Spaceboy,Undirected,41022,,,754
dasMEHDI,TimTheTatman,Undirected,41023,,,628
dasMEHDI,ludwig,Undirected,41024,,,702
dasMEHDI,sodapoppin,Undirected,41025,,,766
goncho,x6FlipiN,Undirected,41028,,,506
goncho,Bananirou,Undirected,41029,,,604
goncho,facubanzas,Undirected,41030,,,4004
goncho,auronplay,Undirected,41031,,,1580
goncho,ibai,Undirected,41032,,,5980
goncho,ReventXz,Undirected,41033,,,598
goncho,coscu,Undirected,41034,,,11054
goncho,TheGrefg,Undirected,41035,,,922
goncho,IamCristinini,Undirected,41036,,,922
goncho,Brunenger,Undirected,41037,,,2868
goncho,ElmiilloR,Undirected,41038,,,736
goncho,TheMasterRodrigo,Undirected,41039,,,2146
goncho,Rubius,Undirected,41040,,,2650
ironmouse,Momo,Undirected,41041,,,1086
ironmouse,Silvervale,Undirected,41042,,,1738
TinaKitten,BaboAbe,Undirected,41051,,,940
TinaKitten,Atrioc,Undirected,41052,,,1096
TinaKitten,yvonnie,Undirected,41053,,,1564
TinaKitten,tommyinnit,Undirected,41054,,,538
TinaKitten,pokimane,Undirected,41055,,,3644
TinaKitten,Ottomated,Undirected,41056,,,762
TinaKitten,itsHafu,Undirected,41057,,,3110
TinaKitten,Jinnytty,Undirected,41058,,,1012
TinaKitten,SteveSuptic,Undirected,41059,,,940
TinaKitten,QuarterJade,Undirected,41060,,,4834
TinaKitten,moistcr1tikal,Undirected,41061,,,616
TinaKitten,dakotaz,Undirected,41062,,,1210
TinaKitten,AriaSaki,Undirected,41063,,,6096
TinaKitten,fuslie,Undirected,41064,,,10214
TinaKitten,Sykkuno,Undirected,41065,,,15046
TinaKitten,joeytuan,Undirected,41066,,,802
TinaKitten,Trainwreckstv,Undirected,41067,,,1826
TinaKitten,HasanAbi,Undirected,41068,,,664
TinaKitten,jacksepticeye,Undirected,41069,,,3464
TinaKitten,ludwig,Undirected,41070,,,9142
TinaKitten,itsRyanHiga,Undirected,41071,,,2194
TinaKitten,39daph,Undirected,41072,,,1176
TinaKitten,GMHikaru,Undirected,41073,,,506
TinaKitten,Ash_on_LoL,Undirected,41074,,,4090
TinaKitten,5uppp,Undirected,41075,,,1206
TinaKitten,bnans,Undirected,41076,,,1278
TinaKitten,peterparkTV,Undirected,41077,,,4774
TinaKitten,Masayoshi,Undirected,41078,,,3550
mrstiventc,auronplay,Undirected,41080,,,666
mrstiventc,Rubius,Undirected,41081,,,780
ANGRYPUG,Umbra,Undirected,41083,,,600
ANGRYPUG,Bronx,Undirected,41084,,,566
ANGRYPUG,OhTofu,Undirected,41085,,,530
ANGRYPUG,Otzdarva,Undirected,41086,,,774
SypherPK,Amouranth,Undirected,41099,,,532
SypherPK,AdinRoss,Undirected,41100,,,1038
SypherPK,Nadeshot,Undirected,41101,,,582
SypherPK,tommyinnit,Undirected,41102,,,922
SypherPK,pokimane,Undirected,41103,,,992
SypherPK,Fresh,Undirected,41104,,,1270
SypherPK,itsHafu,Undirected,41105,,,834
SypherPK,Symfuhny,Undirected,41106,,,1518
SypherPK,RiceGum,Undirected,41107,,,758
SypherPK,Philza,Undirected,41108,,,566
SypherPK,Syndicate,Undirected,41109,,,562
SypherPK,NICKMERCS,Undirected,41110,,,13216
SypherPK,scoped,Undirected,41111,,,2422
SypherPK,LIRIK,Undirected,41112,,,540
SypherPK,ops1x,Undirected,41113,,,1736
SypherPK,dakotaz,Undirected,41114,,,2266
SypherPK,StableRonaldo_,Undirected,41115,,,1846
SypherPK,Tfue,Undirected,41116,,,1378
SypherPK,LosPollosTV,Undirected,41117,,,690
SypherPK,Sykkuno,Undirected,41118,,,1452
SypherPK,Loeya,Undirected,41119,,,1662
SypherPK,Trainwreckstv,Undirected,41120,,,1274
SypherPK,Loserfruit,Undirected,41121,,,608
SypherPK,Castro_1021,Undirected,41122,,,790
SypherPK,TimTheTatman,Undirected,41123,,,2498
SypherPK,TheGrefg,Undirected,41124,,,550
SypherPK,EmadGG,Undirected,41125,,,1456
SypherPK,Arab,Undirected,41126,,,630
SypherPK,ludwig,Undirected,41127,,,772
SypherPK,Replays,Undirected,41128,,,1344
SypherPK,sodapoppin,Undirected,41129,,,584
SypherPK,Bugha,Undirected,41130,,,2756
SypherPK,UnknownxArmy,Undirected,41131,,,992
SypherPK,x2Twins,Undirected,41132,,,940
SypherPK,NateHill,Undirected,41133,,,2464
SypherPK,Rubius,Undirected,41134,,,696
GMNaroditsky,GothamChess,Undirected,41136,,,1006
GMNaroditsky,GMHikaru,Undirected,41137,,,1748
TenZ,Nadeshot,Undirected,41146,,,1290
TenZ,pokimane,Undirected,41147,,,538
TenZ,TSM_ImperialHal,Undirected,41148,,,578
TenZ,NICKMERCS,Undirected,41149,,,514
TenZ,JASONR,Undirected,41150,,,842
TenZ,ShahZaM,Undirected,41151,,,520
TenZ,fuslie,Undirected,41152,,,524
TenZ,ONSCREEN,Undirected,41153,,,526
TenZ,tarik,Undirected,41154,,,1684
TenZ,Sykkuno,Undirected,41155,,,1044
TenZ,Trainwreckstv,Undirected,41156,,,562
TenZ,Doublelift,Undirected,41157,,,632
TenZ,ludwig,Undirected,41158,,,1392
TenZ,s0mcs,Undirected,41159,,,7178
Amouranth,pokimane,Undirected,41173,,,966
Amouranth,Nmplol,Undirected,41174,,,634
Amouranth,Jinnytty,Undirected,41175,,,774
Amouranth,Greekgodx,Undirected,41176,,,630
Amouranth,QuarterJade,Undirected,41177,,,554
Amouranth,NICKMERCS,Undirected,41178,,,704
Amouranth,LIRIK,Undirected,41179,,,710
Amouranth,Trainwreckstv,Undirected,41180,,,968
Amouranth,Maya,Undirected,41181,,,514
Amouranth,HasanAbi,Undirected,41182,,,558
Amouranth,ludwig,Undirected,41183,,,884
Amouranth,sodapoppin,Undirected,41184,,,926
Amouranth,Rubius,Undirected,41185,,,710
PeuzadaTV,NOBRU,Undirected,41188,,,890
AdinRoss,BigEx,Undirected,41197,,,974
AdinRoss,Flight23white,Undirected,41198,,,5006
AdinRoss,Silky,Undirected,41199,,,2046
AdinRoss,tommyinnit,Undirected,41200,,,512
AdinRoss,Im_Dontai,Undirected,41201,,,1182
AdinRoss,nelkboys,Undirected,41202,,,1502
AdinRoss,Symfuhny,Undirected,41203,,,1166
AdinRoss,RiceGum,Undirected,41204,,,2932
AdinRoss,NICKMERCS,Undirected,41205,,,4234
AdinRoss,scoped,Undirected,41206,,,1224
AdinRoss,ops1x,Undirected,41207,,,1506
AdinRoss,dakotaz,Undirected,41208,,,620
AdinRoss,Tyceno,Undirected,41209,,,1712
AdinRoss,StableRonaldo_,Undirected,41210,,,12056
AdinRoss,Tfue,Undirected,41211,,,640
AdinRoss,LosPollosTV,Undirected,41212,,,3972
AdinRoss,Sykkuno,Undirected,41213,,,974
AdinRoss,Trainwreckstv,Undirected,41214,,,1302
AdinRoss,Castro_1021,Undirected,41215,,,916
AdinRoss,TimTheTatman,Undirected,41216,,,970
