Source, Target, Weights
moistcr1tikal,Otzdarva,147
moistcr1tikal,BotezLive,142
moistcr1tikal,AdmiralBahroo,273
moistcr1tikal,bnans,134
moistcr1tikal,Ash_on_LoL,300
moistcr1tikal,Im_Dontai,117
moistcr1tikal,sleepy,121
moistcr1tikal,Castro_1021,110
moistcr1tikal,39daph,288
moistcr1tikal,GMHikaru,382
moistcr1tikal,beschttv,109
moistcr1tikal,Eret,167
moistcr1tikal,GeorgeNotFound,1225
moistcr1tikal,IWillDominate,126
moistcr1tikal,ironmouse,213
moistcr1tikal,Nihachu,299
moistcr1tikal,ConnorEatsPants,429
moistcr1tikal,Philza,543
moistcr1tikal,Fextralife,140
moistcr1tikal,Enviosity,138
moistcr1tikal,Yogscast,185
moistcr1tikal,Jankos,103
moistcr1tikal,Rekkles,138
moistcr1tikal,SmallAnt,284
moistcr1tikal,StableRonaldo_,115
moistcr1tikal,fuslie,351
fnxLNTC,Ninja,121
fnxLNTC,tinowns,268
fnxLNTC,Gaules,2012
fnxLNTC,JonVlogs,450
fnxLNTC,shroud,123
fnxLNTC,xQcOW,108
fnxLNTC,casimito,678
fnxLNTC,loud_bak,184
fnxLNTC,fer,2029
fnxLNTC,Baiano,247
fnxLNTC,epicenter_en1,101
fnxLNTC,mount,101
fnxLNTC,cidcidoso,267
fnxLNTC,gafallen,2952
fnxLNTC,blxckoutz,118
fnxLNTC,Gabi,125
fnxLNTC,deercheerup,3485
fnxLNTC,FlowPodcast,339
fnxLNTC,pr4ass,666
fnxLNTC,alanzoka,647
fnxLNTC,jean_mago,367
fnxLNTC,hastad,201
fnxLNTC,NOBRU,147
fnxLNTC,henriquehen1,1619
fnxLNTC,Rakin,194
fnxLNTC,Faker,116
fnxLNTC,lucascharmoso,203
fnxLNTC,RatoBorrachudo,185
fnxLNTC,aXtLOL,550
fnxLNTC,Castro_1021,113
fnxLNTC,tioorochitwitch,222
fnxLNTC,ziGueira,323
fnxLNTC,adolfz,218
fnxLNTC,Rekkles,124
fnxLNTC,PatoPapao,120
CSRuHub,Dota2RuHub,835
CSRuHub,AhriNyan,172
CSRuHub,TEBtv3,185
CSRuHub,epicenter_en1,121
CSRuHub,TEBtv,259
CSRuHub,ybicanoooobov,102
CSRuHub,Stray228,113
CSRuHub,Dota2ruhub2,394
CSRuHub,buster,354
CSRuHub,UCCleague,184
CSRuHub,Dota2ruhub3,115
CSRuHub,epic_sh4doweh,200
CSRuHub,Evelone192,419
CSRuHub,Dosia_csgo,125
LIRIK,Ninja,881
LIRIK,Xposed,112
LIRIK,yamatonjp,158
LIRIK,loltyler1,2021
LIRIK,Arcadum,172
LIRIK,Vinesauce,421
LIRIK,loustreams,118
LIRIK,willneff,315
LIRIK,summit1g,7115
LIRIK,PENTA,347
LIRIK,LVNDMARK,780
LIRIK,Dota2RuHub,228
LIRIK,roflgator,711
LIRIK,DrLupo,1214
LIRIK,Gaules,264
LIRIK,dasMEHDI,585
LIRIK,Criken,143
LIRIK,Amouranth,359
LIRIK,Beaulo,117
LIRIK,shroud,4218
LIRIK,Fresh,156
LIRIK,Calebhart42,165
LIRIK,EsfandTV,825
LIRIK,supertf,159
LIRIK,MOONMOON,2625
LIRIK,Ramee,467
LIRIK,BruceDropEmOff,215
LIRIK,dunkstream,706
LIRIK,WARDELL,181
LIRIK,sneakylol,333
LIRIK,xChocoBars,209
LIRIK,xQcOW,7621
LIRIK,UberHaxorNova,265
LIRIK,harbleu,153
LIRIK,ANGRYPUG,152
LIRIK,Destiny,593
LIRIK,RatedEpicz,413
LIRIK,Mizkif,2956
LIRIK,daltoosh,134
LIRIK,Momo,104
LIRIK,TenZ,174
LIRIK,Cizzorz,136
LIRIK,chocoTaco,285
LIRIK,Captainflowers22,132
LIRIK,nl_Kripp,621
LIRIK,boxbox,217
LIRIK,Pikabooirl,220
LIRIK,Natsumiii,113
LIRIK,Swagg,108
LIRIK,zackrawrr,803
LIRIK,starsmitten,101
LIRIK,GamesDoneQuick,134
LIRIK,SovietWomble,116
LIRIK,TSM_ImperialHal,182
LIRIK,epicenter_en1,583
LIRIK,Tfue,370
LIRIK,Thijs,612
LIRIK,ibai,157
LIRIK,Jahrein,163
LIRIK,dogdog,450
LIRIK,keanelol,122
LIRIK,cdewx,187
LIRIK,Kurumx,101
LIRIK,Nmplol,3504
LIRIK,Sykkuno,558
LIRIK,Jinnytty,1324
LIRIK,Gotaga,193
LIRIK,Staiy,208
LIRIK,pokelawls,1345
LIRIK,Warframe,252
LIRIK,Rubius,288
LIRIK,scump,231
LIRIK,Quin69,1339
LIRIK,ONSCREEN,208
LIRIK,Heelmike,106
LIRIK,Towelliee,230
LIRIK,Kyle,394
LIRIK,g2perkz,547
LIRIK,Northernlion,151
LIRIK,Eray,143
LIRIK,BastiGHG,186
LIRIK,TheGrefg,128
LIRIK,itsRyanHiga,125
LIRIK,Zombie_Barricades,189
LIRIK,kyo1984123,122
LIRIK,midbeast,224
LIRIK,HoneyMad,282
LIRIK,peterparkTV,177
LIRIK,auronplay,105
LIRIK,CohhCarnage,2907
LIRIK,epicenter_en2,125
LIRIK,Greekgodx,893
LIRIK,TimTheTatman,1359
LIRIK,5uppp,161
LIRIK,Symfuhny,435
LIRIK,Nadeshot,226
LIRIK,Doublelift,418
LIRIK,ELoTRiX,118
LIRIK,tommyinnit,118
LIRIK,Aurateur,134
LIRIK,SypherPK,270
LIRIK,notmes,220
LIRIK,Trainwreckstv,1891
LIRIK,Anthony_Kongphan,218
LIRIK,MarkiLokurasY,171
LIRIK,DeuceAce,189
LIRIK,Shaunz,202
LIRIK,gafallen,113
LIRIK,HasanAbi,2128
LIRIK,CDNThe3rd,255
LIRIK,KarasMai,105
LIRIK,Clix,126
LIRIK,BobRoss,169
LIRIK,JohnnyBoi_i,161
LIRIK,tarik,198
LIRIK,Masayoshi,113
LIRIK,jacksepticeye,163
LIRIK,KingGeorge,104
LIRIK,coscu,105
LIRIK,Recrent,203
LIRIK,LuluLuvely,163
LIRIK,Sardoche,140
LIRIK,ShivFPS,316
LIRIK,ludwig,1902
LIRIK,dakotaz,279
LIRIK,AriaSaki,345
LIRIK,GothamChess,209
LIRIK,JASONR,137
LIRIK,TinaKitten,197
LIRIK,sodapoppin,6491
LIRIK,RduLIVE,347
LIRIK,moistcr1tikal,436
LIRIK,Tomato,242
LIRIK,Nightblue3,266
LIRIK,lestream,263
LIRIK,Atrioc,198
LIRIK,Xiuder_,121
LIRIK,Gabi,109
LIRIK,PaymoneyWubby,303
LIRIK,NoWay4u_Sir,244
LIRIK,Steelmage,209
LIRIK,ilMasseo,164
LIRIK,Scarra,238
LIRIK,pokimane,1030
LIRIK,Loeya,243
LIRIK,melina,460
LIRIK,LeBouseuh,176
LIRIK,maitoz,131
LIRIK,Shlorox,221
LIRIK,Loserfruit,161
LIRIK,singsing,211
LIRIK,AvoidingThePuddle,292
LIRIK,neeko,117
LIRIK,dopa24,118
LIRIK,Syndicate,352
LIRIK,Pink_Sparkles,164
LIRIK,NiteNightKid,185
LIRIK,TrilluXe,124
LIRIK,finalfantasyxiv,114
LIRIK,itsHafu,579
LIRIK,AsmodaiTV,154
LIRIK,Gladd,292
LIRIK,Ponce,216
LIRIK,Tumblurr,157
LIRIK,NymN,878
LIRIK,QuarterJade,316
LIRIK,WELOVEGAMES,148
LIRIK,alanzoka,409
LIRIK,JOEYKAOTYK,155
LIRIK,MitchJones,1533
LIRIK,Gorgc,580
LIRIK,AdmiralBulldog,658
LIRIK,playapex,157
LIRIK,Deadlyslob,280
LIRIK,masondota2,188
LIRIK,Maximilian_DOOD,678
LIRIK,Rogue,105
LIRIK,The_Happy_Hob,260
LIRIK,robcdee,314
LIRIK,Maya,1132
LIRIK,KarmikKoala,170
LIRIK,NICKMERCS,892
LIRIK,LosPollosTV,138
LIRIK,Rakin,109
LIRIK,Staryuuki,149
LIRIK,GingiTV,146
LIRIK,SteveSuptic,113
LIRIK,Faker,496
LIRIK,k3soju,274
LIRIK,Japczan,102
LIRIK,Kitboga,534
LIRIK,Otzdarva,168
LIRIK,HusKerrs,148
LIRIK,BotezLive,231
LIRIK,AdmiralBahroo,1286
LIRIK,bnans,188
LIRIK,Ash_on_LoL,224
LIRIK,Trymacs,121
LIRIK,sleepy,134
LIRIK,Smoke,581
LIRIK,JeelTV,150
LIRIK,Kaellyn,203
LIRIK,Spaceboy,104
LIRIK,Castro_1021,558
LIRIK,39daph,731
LIRIK,GMHikaru,897
LIRIK,Tyceno,124
LIRIK,Naguura,114
LIRIK,BlackUFA,131
LIRIK,GeorgeNotFound,109
LIRIK,IWillDominate,143
LIRIK,SquishyMuffinz,155
LIRIK,djrayraytaiwan,156
LIRIK,BarbarousKing,121
LIRIK,SPYGEA,144
LIRIK,ConnorEatsPants,103
LIRIK,TheRunningManZ,260
LIRIK,Philza,140
LIRIK,Fextralife,250
LIRIK,Enviosity,272
LIRIK,Sacriel,577
LIRIK,sips_,183
LIRIK,Preachlfw,158
LIRIK,Shotz,316
LIRIK,Yogscast,462
LIRIK,Jankos,403
LIRIK,Rekkles,632
LIRIK,ROSHTEIN,395
LIRIK,TFBlade,287
LIRIK,SmallAnt,111
LIRIK,PatoPapao,107
LIRIK,fuslie,273
LIRIK,rxnexus,102
LIRIK,RiceGum,118
LIRIK,mistermv,231
LIRIK,limit_maximum,179
Paluten,BastiGHG,144
Paluten,rewinside,222
Paluten,Trymacs,371
Tomato,loltyler1,108
Tomato,Arcadum,194
Tomato,Vinesauce,717
Tomato,summit1g,167
Tomato,PENTA,106
Tomato,roflgator,141
Tomato,Criken,1329
Tomato,shroud,130
Tomato,MOONMOON,294
Tomato,dunkstream,259
Tomato,xQcOW,173
Tomato,ChilledChaos,127
Tomato,UberHaxorNova,167
Tomato,Mizkif,109
Tomato,nl_Kripp,106
Tomato,Warframe,103
Tomato,CohhCarnage,243
Tomato,HasanAbi,179
Tomato,ludwig,151
Tomato,sodapoppin,213
Tomato,moistcr1tikal,212
Tomato,LIRIK,242
Tomato,Maximilian_DOOD,172
Tomato,Kitboga,116
Tomato,AdmiralBahroo,479
Tomato,sips_,102
Tomato,Yogscast,321
Nightblue3,Ninja,230
Nightblue3,yamatonjp,141
Nightblue3,loltyler1,1055
Nightblue3,summit1g,282
Nightblue3,DrLupo,194
Nightblue3,Gaules,162
Nightblue3,Amouranth,173
Nightblue3,shroud,291
Nightblue3,Fresh,126
Nightblue3,EsfandTV,168
Nightblue3,BruceDropEmOff,149
Nightblue3,sneakylol,355
Nightblue3,xQcOW,327
Nightblue3,Mizkif,104
Nightblue3,Cizzorz,128
Nightblue3,chocoTaco,169
Nightblue3,nl_Kripp,129
Nightblue3,boxbox,256
Nightblue3,Tfue,151
Nightblue3,Thijs,161
Nightblue3,dogdog,154
Nightblue3,Sykkuno,154
Nightblue3,Jinnytty,174
Nightblue3,Gotaga,140
Nightblue3,Rubius,186
Nightblue3,Quin69,178
Nightblue3,ONSCREEN,119
Nightblue3,Kyle,113
Nightblue3,g2perkz,274
Nightblue3,BastiGHG,120
Nightblue3,TheGrefg,122
Nightblue3,midbeast,167
Nightblue3,CohhCarnage,107
Nightblue3,Greekgodx,124
Nightblue3,TimTheTatman,109
Nightblue3,Symfuhny,139
Nightblue3,Doublelift,419
Nightblue3,SypherPK,182
Nightblue3,Trainwreckstv,194
Nightblue3,MarkiLokurasY,125
Nightblue3,Shaunz,134
Nightblue3,KarasMai,194
Nightblue3,coscu,115
Nightblue3,Recrent,121
Nightblue3,ShivFPS,131
Nightblue3,ludwig,128
Nightblue3,AriaSaki,130
Nightblue3,sodapoppin,238
Nightblue3,LIRIK,266
Nightblue3,lestream,125
Nightblue3,NoWay4u_Sir,112
Nightblue3,ilMasseo,118
Nightblue3,Scarra,153
Nightblue3,pokimane,232
Nightblue3,Loeya,122
Nightblue3,LeBouseuh,111
Nightblue3,Shlorox,123
Nightblue3,Loserfruit,104
Nightblue3,Syndicate,142
Nightblue3,itsHafu,184
Nightblue3,Ponce,132
Nightblue3,Tumblurr,121
Nightblue3,QuarterJade,162
Nightblue3,alanzoka,146
Nightblue3,Gorgc,134
Nightblue3,Maximilian_DOOD,130
Nightblue3,NICKMERCS,225
Nightblue3,Staryuuki,152
Nightblue3,Faker,248
Nightblue3,k3soju,109
Nightblue3,Kitboga,163
Nightblue3,AdmiralBahroo,132
Nightblue3,Ash_on_LoL,120
Nightblue3,JeelTV,107
Nightblue3,Castro_1021,150
Nightblue3,IWillDominate,122
Nightblue3,SPYGEA,110
Nightblue3,Jankos,258
Nightblue3,Rekkles,386
Nightblue3,TFBlade,301
Nightblue3,mistermv,130
lestream,Ninja,220
lestream,yamatonjp,167
lestream,loltyler1,214
lestream,summit1g,235
lestream,DrLupo,223
lestream,Gaules,264
lestream,Amouranth,249
lestream,shroud,290
lestream,Fresh,163
lestream,EsfandTV,151
lestream,BruceDropEmOff,183
lestream,xQcOW,310
lestream,Cizzorz,127
lestream,chocoTaco,169
lestream,boxbox,138
lestream,Locklear,764
lestream,Tfue,154
lestream,Thijs,213
lestream,dogdog,175
lestream,Jinnytty,183
lestream,Gotaga,1942
lestream,Rubius,166
lestream,Quin69,238
lestream,ONSCREEN,195
lestream,Heelmike,110
lestream,Kyle,178
lestream,g2perkz,113
lestream,Laink,1406
lestream,Eray,173
lestream,Alderiate,765
lestream,BastiGHG,170
lestream,TheGrefg,103
lestream,kyo1984123,141
lestream,Greekgodx,193
lestream,Symfuhny,226
lestream,SypherPK,201
lestream,Trainwreckstv,277
lestream,MarkiLokurasY,203
lestream,Shaunz,800
lestream,chowh1,326
lestream,CDNThe3rd,118
lestream,SackziTV,136
lestream,Joueur_du_Grenier,1426
lestream,Recrent,227
lestream,Sardoche,2294
lestream,ShivFPS,208
lestream,AriaSaki,240
lestream,Skyyart,307
lestream,sodapoppin,288
lestream,LIRIK,263
lestream,Nightblue3,125
lestream,Xiuder_,170
lestream,karavay46,128
lestream,ilMasseo,198
lestream,Scarra,134
lestream,pokimane,328
lestream,Loeya,210
lestream,melina,153
lestream,LeBouseuh,330
lestream,JLTomy,248
lestream,Shlorox,205
lestream,Loserfruit,168
lestream,Syndicate,228
lestream,RebeuDeter,245
lestream,itsHafu,198
lestream,Ponce,4443
lestream,Tumblurr,142
lestream,QuarterJade,154
lestream,alanzoka,157
lestream,JOEYKAOTYK,133
lestream,Gorgc,206
lestream,Maximilian_DOOD,197
lestream,Bidule,107
lestream,robcdee,170
lestream,NICKMERCS,204
lestream,Staryuuki,142
lestream,Faker,217
lestream,Kitboga,147
lestream,Ash_on_LoL,167
lestream,BruceGrannec,420
lestream,JeelTV,743
lestream,Kaellyn,182
lestream,Doigby,149
lestream,Castro_1021,195
lestream,GMHikaru,112
lestream,Tyceno,156
lestream,djrayraytaiwan,174
lestream,SPYGEA,195
lestream,Tonton,570
lestream,Kamet0,382
lestream,AntoineDanielLive,2406
lestream,x2Twins,135
lestream,Solary,660
lestream,ZLOYn,121
lestream,Rekkles,237
lestream,ROSHTEIN,110
lestream,mistermv,2603
Atrioc,Ninja,217
Atrioc,loltyler1,294
Atrioc,willneff,161
Atrioc,summit1g,248
Atrioc,DrLupo,123
Atrioc,shroud,393
Atrioc,EsfandTV,175
Atrioc,MOONMOON,135
Atrioc,Ramee,122
Atrioc,dunkstream,427
Atrioc,WARDELL,113
Atrioc,xChocoBars,590
Atrioc,xQcOW,1569
Atrioc,Destiny,171
Atrioc,BaboAbe,217
Atrioc,yvonnie,286
Atrioc,Mizkif,2521
Atrioc,Natsumiii,206
Atrioc,starsmitten,101
Atrioc,Stanz,7364
Atrioc,BadBoyHalo,126
Atrioc,joeytuan,383
Atrioc,Nmplol,457
Atrioc,Sykkuno,4287
Atrioc,Jinnytty,216
Atrioc,CallMeCarsonLIVE,213
Atrioc,pokelawls,137
Atrioc,itsRyanHiga,394
Atrioc,peterparkTV,715
Atrioc,TimTheTatman,212
Atrioc,5uppp,257
Atrioc,tommyinnit,781
Atrioc,notmes,181
Atrioc,Trainwreckstv,1081
Atrioc,HasanAbi,561
Atrioc,Masayoshi,238
Atrioc,jacksepticeye,906
Atrioc,ludwig,15823
Atrioc,dakotaz,247
Atrioc,AriaSaki,816
Atrioc,GothamChess,141
Atrioc,TinaKitten,548
Atrioc,sodapoppin,422
Atrioc,moistcr1tikal,407
Atrioc,LIRIK,198
Atrioc,PaymoneyWubby,240
Atrioc,pokimane,753
Atrioc,Tubbo,341
Atrioc,itsHafu,515
Atrioc,QuarterJade,929
Atrioc,MitchJones,261
Atrioc,Maya,410
Atrioc,Ottomated,336
Atrioc,NICKMERCS,155
Atrioc,SteveSuptic,181
Atrioc,PointCrow,305
Atrioc,bnans,339
Atrioc,Ash_on_LoL,969
Atrioc,sleepy,116
Atrioc,39daph,173
Atrioc,GMHikaru,279
Atrioc,GeorgeNotFound,216
Atrioc,Nihachu,134
Atrioc,ConnorEatsPants,1026
Atrioc,Philza,330
Atrioc,Rekkles,134
Atrioc,SmallAnt,181
Atrioc,fuslie,828
Xiuder_,Ninja,182
Xiuder_,yamatonjp,143
Xiuder_,loltyler1,129
Xiuder_,summit1g,168
Xiuder_,DrLupo,147
Xiuder_,Gaules,184
Xiuder_,Amouranth,151
Xiuder_,shroud,175
Xiuder_,Fresh,143
Xiuder_,EsfandTV,113
Xiuder_,BruceDropEmOff,150
Xiuder_,xQcOW,152
Xiuder_,Cizzorz,101
Xiuder_,chocoTaco,131
Xiuder_,boxbox,111
Xiuder_,Tfue,111
Xiuder_,Thijs,171
Xiuder_,dogdog,115
Xiuder_,Jinnytty,114
Xiuder_,Gotaga,111
Xiuder_,Rubius,119
Xiuder_,Quin69,140
Xiuder_,ONSCREEN,153
Xiuder_,Heelmike,102
Xiuder_,Kyle,128
Xiuder_,Eray,130
Xiuder_,Paoloidolo,105
Xiuder_,BastiGHG,116
Xiuder_,kyo1984123,126
Xiuder_,Greekgodx,168
Xiuder_,POW3Rtv,997
Xiuder_,Symfuhny,146
Xiuder_,SypherPK,140
Xiuder_,Trainwreckstv,185
Xiuder_,MarkiLokurasY,139
Xiuder_,Freneh,170
Xiuder_,Shaunz,165
Xiuder_,CDNThe3rd,107
Xiuder_,Recrent,175
Xiuder_,ShivFPS,135
Xiuder_,AriaSaki,182
Xiuder_,sodapoppin,172
Xiuder_,LIRIK,121
Xiuder_,lestream,170
Xiuder_,karavay46,107
Xiuder_,ilMasseo,280
Xiuder_,Scarra,112
Xiuder_,pokimane,106
Xiuder_,Loeya,179
Xiuder_,LeBouseuh,116
Xiuder_,Shlorox,134
Xiuder_,Loserfruit,166
Xiuder_,Syndicate,156
Xiuder_,itsHafu,127
Xiuder_,Ponce,167
Xiuder_,Tumblurr,259
Xiuder_,QuarterJade,128
Xiuder_,alanzoka,111
Xiuder_,NeZaK_,221
Xiuder_,JOEYKAOTYK,121
Xiuder_,Moonryde,122
Xiuder_,Gorgc,132
Xiuder_,Maximilian_DOOD,165
Xiuder_,robcdee,153
Xiuder_,NICKMERCS,144
Xiuder_,Staryuuki,115
Xiuder_,Kitboga,118
Xiuder_,Ash_on_LoL,150
Xiuder_,JeelTV,155
Xiuder_,Castro_1021,126
Xiuder_,Tyceno,152
Xiuder_,ZanoXVII,267
Xiuder_,djrayraytaiwan,159
Xiuder_,SPYGEA,151
Xiuder_,x2Twins,167
Xiuder_,ZLOYn,106
Xiuder_,PiazzTwitch,190
Xiuder_,mistermv,104
Gabi,tinowns,234
Gabi,Gaules,318
Gabi,xQcOW,179
Gabi,Felps,1934
Gabi,casimito,125
Gabi,fer,104
Gabi,Baiano,174
Gabi,Sykkuno,110
Gabi,takeshi,115
Gabi,mount,1802
Gabi,cidcidoso,281
Gabi,gafallen,217
Gabi,fnxLNTC,125
Gabi,LIRIK,109
Gabi,pokimane,108
Gabi,deercheerup,163
Gabi,FlowPodcast,159
Gabi,alanzoka,1650
Gabi,jean_mago,154
Gabi,calango,2344
Gabi,hastad,110
Gabi,Rakin,1982
Gabi,lucascharmoso,280
Gabi,RatoBorrachudo,246
Gabi,aXtLOL,208
Gabi,tioorochitwitch,477
Gabi,ziGueira,107
Gabi,PatoPapao,285
PaymoneyWubby,Ninja,104
PaymoneyWubby,loltyler1,230
PaymoneyWubby,Vinesauce,140
PaymoneyWubby,summit1g,373
PaymoneyWubby,roflgator,122
PaymoneyWubby,DrLupo,140
PaymoneyWubby,shroud,296
PaymoneyWubby,EsfandTV,162
PaymoneyWubby,MOONMOON,285
PaymoneyWubby,dunkstream,620
PaymoneyWubby,xQcOW,716
PaymoneyWubby,Destiny,134
PaymoneyWubby,Mizkif,978
PaymoneyWubby,zackrawrr,130
PaymoneyWubby,Stanz,115
PaymoneyWubby,Nmplol,366
PaymoneyWubby,Sykkuno,186
PaymoneyWubby,Jinnytty,177
PaymoneyWubby,pokelawls,112
PaymoneyWubby,Quin69,117
PaymoneyWubby,CohhCarnage,151
PaymoneyWubby,TimTheTatman,273
PaymoneyWubby,Trainwreckstv,296
PaymoneyWubby,HasanAbi,549
PaymoneyWubby,ludwig,1598
PaymoneyWubby,sodapoppin,353
PaymoneyWubby,moistcr1tikal,1047
PaymoneyWubby,LIRIK,303
PaymoneyWubby,Atrioc,240
PaymoneyWubby,pokimane,166
PaymoneyWubby,MitchJones,174
PaymoneyWubby,Maximilian_DOOD,105
PaymoneyWubby,Maya,176
PaymoneyWubby,NICKMERCS,138
PaymoneyWubby,Kitboga,232
PaymoneyWubby,PointCrow,123
PaymoneyWubby,AdmiralBahroo,152
PaymoneyWubby,GMHikaru,105
PaymoneyWubby,ConnorEatsPants,110
PaymoneyWubby,Yogscast,126
karavay46,Ninja,131
karavay46,summit1g,118
karavay46,Dota2RuHub,313
karavay46,DrLupo,102
karavay46,Gaules,129
karavay46,Amouranth,110
karavay46,shroud,160
karavay46,xQcOW,153
karavay46,AhriNyan,1823
karavay46,mokrivskyi,2509
karavay46,Thijs,128
karavay46,GAECHKATM,298
karavay46,ybicanoooobov,122
karavay46,Quin69,102
karavay46,ONSCREEN,120
karavay46,modestal,389
karavay46,Greekgodx,113
karavay46,Symfuhny,109
karavay46,Trainwreckstv,131
karavay46,MarkiLokurasY,105
karavay46,Shaunz,120
karavay46,Recrent,305
karavay46,AriaSaki,126
karavay46,sodapoppin,131
karavay46,Stray228,178
karavay46,lestream,128
karavay46,Xiuder_,107
karavay46,1mpala,463
karavay46,Loeya,125
karavay46,Loserfruit,109
karavay46,buster,6223
karavay46,Syndicate,123
karavay46,des0ut,533
karavay46,Ponce,126
karavay46,JesusAVGN,278
karavay46,Lobanjicaa,109
karavay46,Maximilian_DOOD,103
karavay46,mihalina_,211
karavay46,robcdee,103
karavay46,JeelTV,122
karavay46,Tyceno,101
karavay46,djrayraytaiwan,120
karavay46,epic_sh4doweh,260
karavay46,SPYGEA,120
karavay46,dinablin,767
karavay46,ZLOYn,1109
karavay46,Evelone192,6080
karavay46,PCH3LK1N,1150
karavay46,Dosia_csgo,306
karavay46,archangel_hs,355
WeAreTheVR,shroud,120
WeAreTheVR,xQcOW,102
WeAreTheVR,Rekkles,105
Marzz_Ow,Ninja,282
Marzz_Ow,DrLupo,111
Marzz_Ow,AdinRoss,146
Marzz_Ow,Fresh,103
Marzz_Ow,xQcOW,159
Marzz_Ow,ops1x,504
Marzz_Ow,UnknownxArmy,334
Marzz_Ow,EmadGG,302
Marzz_Ow,scoped,291
Marzz_Ow,Symfuhny,102
Marzz_Ow,SypherPK,237
Marzz_Ow,Trainwreckstv,107
Marzz_Ow,Clix,1045
Marzz_Ow,mitr0,225
Marzz_Ow,Bugha,291
Marzz_Ow,Loeya,126
Marzz_Ow,Arab,304
Marzz_Ow,NICKMERCS,242
Marzz_Ow,StableRonaldo_,284
loud_babi,Gaules,160
loud_babi,loud_thurzin,756
loud_babi,JonVlogs,135
loud_babi,loud_bak,1010
loud_babi,PeuzadaTV,106
loud_babi,alanzoka,143
loud_babi,NOBRU,302
loud_babi,loud_voltan,1018
NoWay4u_Sir,Ninja,146
NoWay4u_Sir,loltyler1,563
NoWay4u_Sir,summit1g,207
NoWay4u_Sir,LVNDMARK,134
NoWay4u_Sir,shroud,350
NoWay4u_Sir,sneakylol,145
NoWay4u_Sir,xQcOW,276
NoWay4u_Sir,Mizkif,142
NoWay4u_Sir,nl_Kripp,107
NoWay4u_Sir,Rumathra,103
NoWay4u_Sir,GTimeTV,128
NoWay4u_Sir,Thijs,194
NoWay4u_Sir,dogdog,113
NoWay4u_Sir,Nmplol,129
NoWay4u_Sir,Sykkuno,136
NoWay4u_Sir,Staiy,374
NoWay4u_Sir,Quin69,125
NoWay4u_Sir,g2perkz,1041
NoWay4u_Sir,Broeki1,2096
NoWay4u_Sir,BastiGHG,259
NoWay4u_Sir,midbeast,170
NoWay4u_Sir,CohhCarnage,160
NoWay4u_Sir,TimTheTatman,107
NoWay4u_Sir,Doublelift,353
NoWay4u_Sir,ELoTRiX,406
NoWay4u_Sir,Trainwreckstv,129
NoWay4u_Sir,DeuceAce,145
NoWay4u_Sir,HasanAbi,103
NoWay4u_Sir,KarasMai,111
NoWay4u_Sir,Dhalucard,266
NoWay4u_Sir,Amar,118
NoWay4u_Sir,ludwig,156
NoWay4u_Sir,GothamChess,102
NoWay4u_Sir,sodapoppin,294
NoWay4u_Sir,RduLIVE,130
NoWay4u_Sir,LIRIK,244
NoWay4u_Sir,Nightblue3,112
NoWay4u_Sir,pokimane,149
NoWay4u_Sir,melina,160
NoWay4u_Sir,lol_selfmade,130
NoWay4u_Sir,Shlorox,219
NoWay4u_Sir,dopa24,122
NoWay4u_Sir,TrilluXe,420
NoWay4u_Sir,xTheSolutionTV,111
NoWay4u_Sir,rewinside,134
NoWay4u_Sir,itsHafu,118
NoWay4u_Sir,Vlesk,579
NoWay4u_Sir,maxim,952
NoWay4u_Sir,MitchJones,160
NoWay4u_Sir,unsympathisch_tv,205
NoWay4u_Sir,NICKMERCS,118
NoWay4u_Sir,GingiTV,124
NoWay4u_Sir,Faker,305
NoWay4u_Sir,k3soju,128
NoWay4u_Sir,AdmiralBahroo,176
NoWay4u_Sir,Trymacs,622
NoWay4u_Sir,GMHikaru,227
NoWay4u_Sir,Naguura,109
NoWay4u_Sir,IWillDominate,111
NoWay4u_Sir,eliasn97,181
NoWay4u_Sir,Jankos,412
NoWay4u_Sir,Rekkles,1409
NoWay4u_Sir,ROSHTEIN,350
NoWay4u_Sir,TFBlade,212
NoWay4u_Sir,SmallAnt,106
Steelmage,loltyler1,147
Steelmage,summit1g,188
Steelmage,shroud,207
Steelmage,MOONMOON,146
Steelmage,xQcOW,188
Steelmage,Mizkif,119
Steelmage,nl_Kripp,138
Steelmage,zackrawrr,116
Steelmage,epicenter_en1,181
Steelmage,Thijs,105
Steelmage,dogdog,101
Steelmage,Nmplol,123
Steelmage,Quin69,698
Steelmage,g2perkz,125
Steelmage,CohhCarnage,223
Steelmage,Trainwreckstv,116
Steelmage,HasanAbi,122
Steelmage,ludwig,106
Steelmage,sodapoppin,252
Steelmage,RduLIVE,105
Steelmage,LIRIK,209
Steelmage,itsHafu,103
Steelmage,MitchJones,134
Steelmage,Gorgc,119
Steelmage,AdmiralBulldog,103
Steelmage,AdmiralBahroo,166
Steelmage,GMHikaru,127
Steelmage,Yogscast,101
Steelmage,Rekkles,124
Bugha,Ninja,1873
Bugha,loltyler1,151
Bugha,summit1g,166
Bugha,DrLupo,358
Bugha,AdinRoss,367
Bugha,Gaules,111
Bugha,shroud,232
Bugha,Fresh,313
Bugha,BigEx,106
Bugha,WARDELL,191
Bugha,Aydan,158
Bugha,Flight23white,146
Bugha,xQcOW,772
Bugha,Chica,214
Bugha,Mizkif,142
Bugha,daltoosh,108
Bugha,TenZ,205
Bugha,Replays,261
Bugha,Swagg,178
Bugha,ops1x,740
