Source, Target, Weights
TinaKitten,xChocoBars,1382
TinaKitten,Atrioc,548
TinaKitten,yvonnie,782
TinaKitten,pokimane,1822
TinaKitten,itsHafu,1555
TinaKitten,Jinnytty,506
TinaKitten,QuarterJade,2417
TinaKitten,dakotaz,605
TinaKitten,AriaSaki,3048
TinaKitten,fuslie,5107
TinaKitten,Sykkuno,7523
TinaKitten,Trainwreckstv,913
TinaKitten,jacksepticeye,1732
TinaKitten,ludwig,4571
TinaKitten,itsRyanHiga,1097
TinaKitten,39daph,588
TinaKitten,Ash_on_LoL,2045
TinaKitten,5uppp,603
TinaKitten,bnans,639
TinaKitten,peterparkTV,2387
TinaKitten,Masayoshi,1775
SypherPK,summit1g,551
SypherPK,Chica,692
SypherPK,xQcOW,1621
SypherPK,Ninja,5861
SypherPK,DrLupo,2024
SypherPK,Clix,3590
SypherPK,shroud,501
SypherPK,AdinRoss,519
SypherPK,Fresh,635
SypherPK,Symfuhny,759
SypherPK,NICKMERCS,6608
SypherPK,scoped,1211
SypherPK,ops1x,868
SypherPK,dakotaz,1133
SypherPK,StableRonaldo_,923
SypherPK,Tfue,689
SypherPK,Sykkuno,726
SypherPK,Loeya,831
SypherPK,Trainwreckstv,637
SypherPK,TimTheTatman,1249
SypherPK,EmadGG,728
SypherPK,Replays,672
SypherPK,Bugha,1378
SypherPK,NateHill,1232
GMNaroditsky,GothamChess,503
GMNaroditsky,GMHikaru,874
TenZ,WARDELL,1735
TenZ,xQcOW,1101
TenZ,Ninja,755
TenZ,shroud,661
TenZ,Nadeshot,645
TenZ,tarik,842
TenZ,Sykkuno,522
TenZ,ludwig,696
TenZ,s0mcs,3589
Amouranth,summit1g,539
Amouranth,melina,551
Amouranth,xQcOW,907
Amouranth,shroud,687
PeuzadaTV,loud_thurzin,658
PeuzadaTV,loud_bak,1745
AdinRoss,SnaggyMo,3642
AdinRoss,xQcOW,1268
AdinRoss,Ninja,1034
AdinRoss,Clix,4224
AdinRoss,BruceDropEmOff,929
AdinRoss,SypherPK,519
AdinRoss,Flight23white,2503
AdinRoss,Silky,1023
AdinRoss,Im_Dontai,591
AdinRoss,nelkboys,751
AdinRoss,Symfuhny,583
AdinRoss,RiceGum,1466
AdinRoss,NICKMERCS,2117
AdinRoss,scoped,612
AdinRoss,ops1x,753
AdinRoss,Tyceno,856
AdinRoss,StableRonaldo_,6028
AdinRoss,LosPollosTV,1986
AdinRoss,Trainwreckstv,651
AdinRoss,bronny,3462
BigEx,Clix,588
Nadeshot,summit1g,622
Nadeshot,WARDELL,630
Nadeshot,xQcOW,925
Nadeshot,Ninja,1385
Nadeshot,DrLupo,760
Nadeshot,shroud,544
Nadeshot,TenZ,645
Nadeshot,Symfuhny,762
Nadeshot,NICKMERCS,1607
Nadeshot,TimTheTatman,1767
Nadeshot,ludwig,675
Nadeshot,scump,883
LVNDMARK,summit1g,4599
LVNDMARK,xQcOW,768
LVNDMARK,DrLupo,2426
LVNDMARK,shroud,1260
LVNDMARK,Deadlyslob,643
LVNDMARK,LIRIK,765
BaboAbe,QuarterJade,556
BaboAbe,AriaSaki,725
BaboAbe,Sykkuno,879
BaboAbe,ludwig,925
BaboAbe,Ash_on_LoL,795
Atrioc,Mizkif,2335
Atrioc,xQcOW,1424
Atrioc,TinaKitten,548
Atrioc,tommyinnit,781
Atrioc,pokimane,753
Atrioc,itsHafu,515
Atrioc,QuarterJade,929
Atrioc,AriaSaki,816
Atrioc,fuslie,828
Atrioc,Sykkuno,4287
Atrioc,Trainwreckstv,1081
Atrioc,HasanAbi,561
Atrioc,jacksepticeye,906
Atrioc,ludwig,15823
Atrioc,ConnorEatsPants,1026
Atrioc,Ash_on_LoL,969
Atrioc,peterparkTV,715
CrankGameplays,jacksepticeye,710
Flight23white,SnaggyMo,821
Flight23white,AdinRoss,2503
Flight23white,RiceGum,510
Flight23white,NICKMERCS,763
Flight23white,LosPollosTV,576
yvonnie,xChocoBars,581
yvonnie,TinaKitten,782
yvonnie,QuarterJade,630
yvonnie,AriaSaki,788
yvonnie,fuslie,1257
yvonnie,Sykkuno,884
yvonnie,ludwig,830
Silky,SnaggyMo,760
Silky,AdinRoss,1023
Momo,ironmouse,543
tommyinnit,Mizkif,650
tommyinnit,xQcOW,1760
tommyinnit,Ninja,905
tommyinnit,GeorgeNotFound,44671
tommyinnit,Clix,1040
tommyinnit,Atrioc,781
tommyinnit,BadBoyHalo,13623
tommyinnit,pokimane,1001
tommyinnit,itsHafu,706
tommyinnit,Philza,23255
tommyinnit,Nihachu,10840
tommyinnit,moistcr1tikal,1030
tommyinnit,beschttv,1450
tommyinnit,awesamdude,10438
tommyinnit,Eret,3735
tommyinnit,Tubbo,60545
tommyinnit,Tfue,509
tommyinnit,Sykkuno,9869
tommyinnit,Trainwreckstv,924
tommyinnit,jacksepticeye,3342
tommyinnit,ludwig,4052
tommyinnit,Punz,5168
tommyinnit,ConnorEatsPants,12894
tommyinnit,DropsByPonk,1773
tommyinnit,5uppp,2141
Zeitnotlol,FabulousN,792
Zeitnotlol,wtcN,588
Stray228,Evelone192,1803
Stray228,Dota2RuHub,4315
Stray228,buster,1445
Stray228,icebergdoto,613
Stray228,AhriNyan,599
Stray228,ybicanoooobov,2303
Stray228,epic_sh4doweh,729
1mpala,Evelone192,1359
1mpala,buster,1294
1mpala,PCH3LK1N,1199
1mpala,AhriNyan,558
1mpala,mokrivskyi,633
Eray,Jahrein,1032
Eray,annadeniz,542
Eray,Elraenn,2005
Eray,CyberRulzTv,1005
Eray,wtcN,2702
notmes,zackrawrr,509
notmes,Mizkif,1791
notmes,xQcOW,731
notmes,shroud,685
notmes,Nmplol,879
notmes,cdewx,1230
notmes,Towelliee,1062
notmes,Maya,670
notmes,ludwig,662
notmes,sodapoppin,1150
notmes,MitchJones,1128
Albralelie,playapex,606
Albralelie,daltoosh,513
Albralelie,TSM_ImperialHal,1449
Albralelie,ShivFPS,585
Deadlyslob,summit1g,844
Deadlyslob,LVNDMARK,643
PatoPapao,Rakin,640
PatoPapao,takeshi,1092
PatoPapao,aXtLOL,664
PatoPapao,alanzoka,926
Im_Dontai,BruceDropEmOff,533
Im_Dontai,AdinRoss,591
g2perkz,summit1g,512
g2perkz,xQcOW,1331
g2perkz,Captainflowers22,592
g2perkz,sneakylol,781
g2perkz,shroud,696
g2perkz,loltyler1,2894
g2perkz,Rekkles,7259
g2perkz,Faker,1912
g2perkz,CoreJJ,553
g2perkz,lol_nemesis,576
g2perkz,TFBlade,1081
g2perkz,lol_selfmade,1365
g2perkz,LIRIK,547
g2perkz,Jankos,6055
g2perkz,ibai,1016
g2perkz,Trainwreckstv,616
g2perkz,Doublelift,2271
g2perkz,ludwig,614
g2perkz,sodapoppin,759
g2perkz,IWillDominate,866
g2perkz,GMHikaru,757
g2perkz,dopa24,1043
g2perkz,NoWay4u_Sir,1041
g2perkz,ElmiilloR,677
g2perkz,KarasMai,541
g2perkz,midbeast,1268
Enviosity,xQcOW,618
Enviosity,Tectone,847
cidcidoso,RatoBorrachudo,579
cidcidoso,deercheerup,698
cidcidoso,tioorochitwitch,513
cidcidoso,alanzoka,929
nelkboys,stevewillsendit,1091
nelkboys,xQcOW,730
nelkboys,Clix,832
nelkboys,AdinRoss,751
nelkboys,RiceGum,553
nelkboys,NICKMERCS,992
Rekkles,summit1g,573
Rekkles,Mizkif,662
Rekkles,xQcOW,1921
Rekkles,Captainflowers22,664
Rekkles,sneakylol,926
Rekkles,shroud,1003
Rekkles,loltyler1,3971
Rekkles,g2perkz,7259
Rekkles,Faker,2501
Rekkles,CoreJJ,588
Rekkles,pokimane,692
Rekkles,Nmplol,544
Rekkles,alexelcapo,608
Rekkles,TFBlade,1225
Rekkles,LVPes,648
Rekkles,Sardoche,510
Rekkles,lol_selfmade,663
Rekkles,LIRIK,632
Rekkles,Jankos,7518
Rekkles,ibai,2539
Rekkles,Japczan,591
Rekkles,ReventXz,623
Rekkles,Sykkuno,688
Rekkles,Trainwreckstv,630
Rekkles,k3soju,680
Rekkles,Th3Antonio,628
Rekkles,Solary,578
Rekkles,Doublelift,3706
Rekkles,ludwig,892
Rekkles,sodapoppin,1313
Rekkles,MitchJones,625
Rekkles,IWillDominate,798
Rekkles,GMHikaru,860
Rekkles,dopa24,882
Rekkles,NoWay4u_Sir,1409
Rekkles,ElmiilloR,1506
Rekkles,KarasMai,553
Rekkles,midbeast,900
Rekkles,Rubius,760
adolfz,casimito,555
adolfz,gafallen,526
Faker,xQcOW,1045
Faker,shroud,575
Faker,loltyler1,2260
Faker,g2perkz,1912
Faker,Rekkles,2501
Faker,TFBlade,932
Faker,Jankos,1264
Faker,ibai,797
Faker,Doublelift,1077
Faker,sodapoppin,571
Faker,dopa24,1534
AsmodaiTV,nl_Kripp,514
AsmodaiTV,RduLIVE,1266
AsmodaiTV,Thijs,703
AsmodaiTV,dogdog,806
mount,Felps,932
mount,Rakin,665
mount,Gabi,1802
mount,calango,698
mount,alanzoka,865
CoreJJ,Captainflowers22,669
CoreJJ,loltyler1,539
CoreJJ,g2perkz,553
CoreJJ,Rekkles,588
CoreJJ,Doublelift,697
x6FlipiN,ibai,909
x6FlipiN,Rubius,584
Bananirou,coscu,554
BadBoyHalo,GeorgeNotFound,14012
BadBoyHalo,tommyinnit,13623
BadBoyHalo,Philza,4938
BadBoyHalo,Nihachu,2468
BadBoyHalo,beschttv,2195
BadBoyHalo,awesamdude,4772
BadBoyHalo,Eret,3475
BadBoyHalo,Tubbo,9834
BadBoyHalo,Sykkuno,1894
BadBoyHalo,jacksepticeye,613
BadBoyHalo,ludwig,867
BadBoyHalo,Punz,6437
BadBoyHalo,ConnorEatsPants,1950
BadBoyHalo,DropsByPonk,780
BadBoyHalo,5uppp,652
pokimane,summit1g,1008
pokimane,Mizkif,2761
pokimane,melina,711
pokimane,EsfandTV,706
pokimane,xQcOW,3529
pokimane,Ninja,1312
pokimane,GeorgeNotFound,719
pokimane,xChocoBars,1096
pokimane,DrLupo,712
pokimane,Clix,519
pokimane,shroud,1513
pokimane,loltyler1,1216
pokimane,TinaKitten,1822
pokimane,Atrioc,753
pokimane,tommyinnit,1001
pokimane,Rekkles,692
pokimane,Nmplol,1599
pokimane,itsHafu,3222
pokimane,Jinnytty,1154
pokimane,Greekgodx,691
pokimane,SteveSuptic,795
pokimane,QuarterJade,1582
pokimane,NICKMERCS,1128
pokimane,LIRIK,1030
pokimane,dakotaz,1349
pokimane,Tubbo,649
pokimane,AriaSaki,1664
pokimane,fuslie,2509
pokimane,Sykkuno,5491
pokimane,Trainwreckstv,3029
pokimane,Maya,1364
pokimane,TimTheTatman,1024
pokimane,HasanAbi,1223
pokimane,jacksepticeye,1046
pokimane,NymN,556
pokimane,ludwig,4865
pokimane,sodapoppin,1673
pokimane,MitchJones,797
pokimane,pokelawls,660
pokimane,itsRyanHiga,623
pokimane,39daph,669
pokimane,GMHikaru,694
pokimane,Ash_on_LoL,892
pokimane,5uppp,953
pokimane,peterparkTV,1744
pokimane,Masayoshi,602
CallMeCarsonLIVE,xQcOW,519
CallMeCarsonLIVE,ludwig,1064
Ottomated,AriaSaki,865
Ottomated,Sykkuno,718
Ottomated,ludwig,1205
Ottomated,Ash_on_LoL,2150
mihalina_,Evelone192,878
mihalina_,buster,914
POW3Rtv,ilMasseo,862
POW3Rtv,NeZaK_,618
POW3Rtv,Delux,609
POW3Rtv,Moonryde,856
POW3Rtv,Freneh,645
POW3Rtv,ZanoXVII,2418
POW3Rtv,PiazzTwitch,569
POW3Rtv,Tumblurr,1711
POW3Rtv,Xiuder_,997
Fresh,Ninja,583
Fresh,Clix,543
Fresh,SypherPK,635
Fresh,NICKMERCS,559
Fresh,x2Twins,789
Kaellyn,melina,904
panetty,ilMasseo,879
panetty,DarioMocciaTwitch,566
lol_nemesis,g2perkz,576
Nmplol,Destiny,988
Nmplol,summit1g,1875
Nmplol,zackrawrr,1442
Nmplol,dunkstream,620
Nmplol,Mizkif,14882
Nmplol,willneff,562
Nmplol,melina,655
Nmplol,EsfandTV,1970
Nmplol,xQcOW,11131
Nmplol,Ninja,814
Nmplol,MOONMOON,1330
Nmplol,shroud,2825
Nmplol,loltyler1,1647
Nmplol,roflgator,1172
Nmplol,notmes,879
Nmplol,Rekkles,544
Nmplol,pokimane,1599
Nmplol,Jinnytty,3933
Nmplol,Greekgodx,2812
Nmplol,NICKMERCS,872
Nmplol,LIRIK,3504
Nmplol,Sykkuno,552
Nmplol,Trainwreckstv,5037
Nmplol,Maya,10330
Nmplol,TimTheTatman,1692
Nmplol,HasanAbi,3582
Nmplol,Quin69,945
Nmplol,NymN,1713
Nmplol,ludwig,5056
Nmplol,sodapoppin,11579
Nmplol,MitchJones,5388
Nmplol,pokelawls,3768
Nmplol,39daph,863
Nmplol,GMHikaru,862
itsHafu,summit1g,540
itsHafu,Mizkif,681
itsHafu,xQcOW,1263
itsHafu,Ninja,633
itsHafu,GeorgeNotFound,583
itsHafu,xChocoBars,643
itsHafu,DrLupo,534
itsHafu,shroud,648
itsHafu,loltyler1,529
itsHafu,TinaKitten,1555
itsHafu,Atrioc,515
itsHafu,tommyinnit,706
itsHafu,pokimane,3222
itsHafu,SteveSuptic,2148
itsHafu,QuarterJade,965
itsHafu,NICKMERCS,549
itsHafu,LIRIK,579
itsHafu,dakotaz,3348
itsHafu,Tubbo,784
itsHafu,AriaSaki,1465
itsHafu,fuslie,1908
itsHafu,Sykkuno,5427
itsHafu,Trainwreckstv,4266
itsHafu,HasanAbi,536
itsHafu,jacksepticeye,915
itsHafu,ludwig,3285
itsHafu,sodapoppin,718
itsHafu,dogdog,660
itsHafu,GMHikaru,639
itsHafu,Ash_on_LoL,834
itsHafu,5uppp,3748
itsHafu,peterparkTV,2526
rxnexus,Dota2RuHub,590
GD_booya,Swagg,2373
GD_booya,Symfuhny,699
GD_booya,MuTeX,585
GD_booya,NICKMERCS,2125
GD_booya,HusKerrs,588
Symfuhny,summit1g,822
Symfuhny,Swagg,1984
Symfuhny,xQcOW,1541
Symfuhny,Ninja,1816
Symfuhny,DrLupo,1044
Symfuhny,Clix,1025
Symfuhny,shroud,892
Symfuhny,Aydan,896
Symfuhny,SypherPK,759
Symfuhny,AdinRoss,583
Symfuhny,Nadeshot,762
Symfuhny,GD_booya,699
Symfuhny,MuTeX,922
Symfuhny,Syndicate,555
Symfuhny,NICKMERCS,7268
Symfuhny,TeePee,551
Symfuhny,Tfue,1016
Symfuhny,HusKerrs,2692
Symfuhny,Trainwreckstv,931
Symfuhny,Castro_1021,678
Symfuhny,TimTheTatman,3676
Symfuhny,scump,833
Symfuhny,FaZeBlaze,523
Kurumx,k3soju,1269
alexelcapo,Rekkles,608
alexelcapo,LVPes,715
alexelcapo,auronplay,552
alexelcapo,ibai,3984
alexelcapo,ReventXz,707
alexelcapo,knekro,2111
alexelcapo,Th3Antonio,873
alexelcapo,IlloJuan,1306
alexelcapo,G4G_REVENANT,797
alexelcapo,Werlyb,619
alexelcapo,ElmiilloR,2222
alexelcapo,Rubius,1414
Locklear,Sardoche,1486
Locklear,mistermv,504
Locklear,Ponce,801
Locklear,Joueur_du_Grenier,532
Locklear,Laink,605
Locklear,Gotaga,2370
Locklear,lestream,764
blanchitooo,MarkiLokurasY,686
blanchitooo,ibai,597
blanchitooo,Vicens,511
ilMasseo,POW3Rtv,862
ilMasseo,panetty,879
ilMasseo,Cerbero_Podcast,511
ilMasseo,Freneh,716
ilMasseo,DarioMocciaTwitch,1127
ilMasseo,ZanoXVII,1475
ilMasseo,Tumblurr,1397
Jinnytty,Destiny,510
Jinnytty,summit1g,725
Jinnytty,zackrawrr,827
Jinnytty,Mizkif,4502
Jinnytty,melina,747
Jinnytty,EsfandTV,4775
Jinnytty,xQcOW,3561
Jinnytty,MOONMOON,648
Jinnytty,shroud,2422
Jinnytty,loltyler1,760
Jinnytty,roflgator,520
Jinnytty,TinaKitten,506
Jinnytty,pokimane,1154
Jinnytty,Nmplol,3933
Jinnytty,Greekgodx,836
Jinnytty,LIRIK,1324
Jinnytty,AriaSaki,622
Jinnytty,fuslie,668
Jinnytty,Sykkuno,570
Jinnytty,Trainwreckstv,1623
Jinnytty,Maya,2719
Jinnytty,HasanAbi,1721
Jinnytty,Quin69,524
Jinnytty,NymN,625
Jinnytty,ludwig,2027
Jinnytty,sodapoppin,2670
Jinnytty,MitchJones,1696
Jinnytty,pokelawls,959
Jinnytty,39daph,963
Gorgc,xQcOW,995
Gorgc,shroud,614
Gorgc,epicenter_en1,3662
Gorgc,LIRIK,580
Gorgc,masondota2,2168
Gorgc,AdmiralBulldog,2295
Gorgc,sodapoppin,666
Gorgc,epicenter_en2,626
Gorgc,GunnarDotA2,837
Firebat,Thijs,522
Crystal_LoL,Jahrein,542
Crystal_LoL,FabulousN,841
Rogue,playapex,540
Rogue,daltoosh,781
Rogue,loustreams,877
Rogue,TSM_ImperialHal,1306
Rogue,ShivFPS,1036
Evelone192,Stray228,1803
Evelone192,1mpala,1359
Evelone192,mihalina_,878
Evelone192,Dota2RuHub,3178
Evelone192,buster,44696
Evelone192,PCH3LK1N,4384
Evelone192,HoneyMad,750
Evelone192,icebergdoto,575
Evelone192,Lobanjicaa,1014
Evelone192,ZLOYn,5940
Evelone192,AhriNyan,18300
Evelone192,ybicanoooobov,951
Evelone192,JesusAVGN,2536
Evelone192,epic_sh4doweh,1812
Evelone192,mokrivskyi,12045
Evelone192,XANTAREScN,723
Evelone192,Recrent,1449
Evelone192,dinablin,2516
Evelone192,modestal,2571
Evelone192,Dosia_csgo,2931
Evelone192,GAECHKATM,954
Evelone192,archangel_hs,1186
Evelone192,des0ut,2696
Evelone192,karavay46,6080
TFBlade,xQcOW,765
TFBlade,loltyler1,2548
TFBlade,g2perkz,1081
TFBlade,Rekkles,1225
TFBlade,Faker,932
TFBlade,Jankos,855
TFBlade,Doublelift,819
TFBlade,midbeast,654
tv_congo,ibai,709
aroyitt,auronplay,1558
aroyitt,ibai,1602
aroyitt,Alexby11,1278
aroyitt,IamCristinini,706
aroyitt,Rubius,3211
RatoBorrachudo,Gaules,508
RatoBorrachudo,cidcidoso,579
RatoBorrachudo,alanzoka,1241
RiceGum,xQcOW,947
RiceGum,Ninja,521
RiceGum,Clix,1052
RiceGum,AdinRoss,1466
RiceGum,Flight23white,510
RiceGum,nelkboys,553
RiceGum,NICKMERCS,938
RiceGum,StableRonaldo_,554
iceiceice,epicenter_en1,651
TSM_ImperialHal,playapex,2359
TSM_ImperialHal,xQcOW,915
TSM_ImperialHal,daltoosh,3089
TSM_ImperialHal,Ninja,505
TSM_ImperialHal,loustreams,2345
TSM_ImperialHal,shroud,741
TSM_ImperialHal,Albralelie,1449
TSM_ImperialHal,Rogue,1306
TSM_ImperialHal,NICKMERCS,544
TSM_ImperialHal,ShivFPS,2970
TSM_ImperialHal,LuluLuvely,1349
TSM_ImperialHal,fps_shaka,982
TSM_ImperialHal,Genburten,2125
Dota2RuHub,VooDooSh,893
Dota2RuHub,Stray228,4315
Dota2RuHub,rxnexus,590
Dota2RuHub,Evelone192,3178
Dota2RuHub,9pasha,2205
Dota2RuHub,epicenter_en1,1852
Dota2RuHub,Dota2ruhub2,5230
Dota2RuHub,TEBtv,519
Dota2RuHub,buster,2745
Dota2RuHub,Dota2ruhub3,2641
Dota2RuHub,HoneyMad,1385
Dota2RuHub,icebergdoto,2348
Dota2RuHub,AhriNyan,927
Dota2RuHub,ybicanoooobov,3181
Dota2RuHub,epic_sh4doweh,3933
Dota2RuHub,MerlinChess,615
Dota2RuHub,Recrent,890
Dota2RuHub,KarmikKoala,1583
Dota2RuHub,WELOVEGAMES,517
Dota2RuHub,OGADotaPIT,554
Dota2RuHub,CSRuHub,829
Greekgodx,summit1g,1040
Greekgodx,Mizkif,3013
Greekgodx,EsfandTV,861
Greekgodx,xQcOW,4803
Greekgodx,shroud,1375
Greekgodx,loltyler1,952
Greekgodx,pokimane,691
Greekgodx,Nmplol,2812
Greekgodx,Jinnytty,836
Greekgodx,LIRIK,893
Greekgodx,Trainwreckstv,2961
Greekgodx,Maya,1324
Greekgodx,HasanAbi,1181
Greekgodx,NymN,850
Greekgodx,ludwig,1171
Greekgodx,sodapoppin,2213
Greekgodx,MitchJones,1217
Greekgodx,pokelawls,3343
Greekgodx,39daph,594
9pasha,Dota2RuHub,2205
9pasha,icebergdoto,631
9pasha,epic_sh4doweh,1356
SteveSuptic,ChilledChaos,597
SteveSuptic,pokimane,795
SteveSuptic,itsHafu,2148
SteveSuptic,dakotaz,2427
SteveSuptic,fuslie,514
SteveSuptic,Sykkuno,1531
SteveSuptic,Trainwreckstv,1718
SteveSuptic,jacksepticeye,509
SteveSuptic,ludwig,1175
SteveSuptic,5uppp,1590
SteveSuptic,peterparkTV,1227
Amar,Trymacs,2007
Amar,eliasn97,1124
loud_voltan,loud_babi,1018
natalan,elded,1630
natalan,auronplay,866
natalan,Rubius,1881
epicenter_en1,xQcOW,760
epicenter_en1,shroud,714
epicenter_en1,Gorgc,3662
epicenter_en1,iceiceice,651
epicenter_en1,Dota2RuHub,1852
epicenter_en1,TEBtv,552
epicenter_en1,LIRIK,583
epicenter_en1,masondota2,2476
epicenter_en1,epic_sh4doweh,555
epicenter_en1,AdmiralBulldog,1952
epicenter_en1,Nikobaby_,862
epicenter_en1,sodapoppin,587
epicenter_en1,GMHikaru,532
epicenter_en1,epicenter_en2,5636
epicenter_en1,OGADotaPIT,3180
epicenter_en1,GunnarDotA2,1093
MuTeX,Swagg,834
MuTeX,Aydan,839
MuTeX,GD_booya,585
MuTeX,Symfuhny,922
MuTeX,NICKMERCS,1507
MuTeX,HusKerrs,779
Philza,xQcOW,1010
Philza,GeorgeNotFound,10542
Philza,tommyinnit,23255
Philza,BadBoyHalo,4938
Philza,Nihachu,6251
Philza,moistcr1tikal,543
Philza,beschttv,665
Philza,awesamdude,5632
Philza,Eret,1973
Philza,Tubbo,16893
Philza,Sykkuno,2041
Philza,Trainwreckstv,585
Philza,jacksepticeye,997
Philza,ludwig,1730
Philza,Punz,2241
Philza,ConnorEatsPants,3190
Philza,DropsByPonk,985
Philza,5uppp,1114
SmallAnt,xQcOW,503
SmallAnt,ludwig,997
Syndicate,summit1g,505
Syndicate,xQcOW,683
Syndicate,Ninja,561
Syndicate,shroud,512
Syndicate,Symfuhny,555
Syndicate,NICKMERCS,885
Syndicate,Castro_1021,745
Syndicate,TimTheTatman,689
Syndicate,scump,574
QuarterJade,Natsumiii,865
QuarterJade,Mizkif,674
QuarterJade,xQcOW,785
QuarterJade,xChocoBars,2972
QuarterJade,shroud,898
QuarterJade,Scarra,953
QuarterJade,TinaKitten,2417
QuarterJade,BaboAbe,556
QuarterJade,Atrioc,929
QuarterJade,yvonnie,630
QuarterJade,pokimane,1582
QuarterJade,itsHafu,965
QuarterJade,AriaSaki,2694
QuarterJade,fuslie,2798
QuarterJade,Sykkuno,4487
QuarterJade,joeytuan,3669
QuarterJade,Trainwreckstv,743
QuarterJade,jacksepticeye,556
QuarterJade,ludwig,3913
QuarterJade,sodapoppin,663
QuarterJade,itsRyanHiga,987
QuarterJade,39daph,710
QuarterJade,Ash_on_LoL,1658
QuarterJade,bnans,635
QuarterJade,peterparkTV,1846
QuarterJade,Masayoshi,2046
Dota2ruhub2,Dota2RuHub,5230
Dota2ruhub2,epic_sh4doweh,1018
NICKMERCS,summit1g,3133
NICKMERCS,Chica,603
NICKMERCS,Mizkif,1383
NICKMERCS,Swagg,7619
NICKMERCS,xQcOW,5848
NICKMERCS,daltoosh,687
NICKMERCS,Ninja,9877
NICKMERCS,DrLupo,3956
NICKMERCS,Clix,4489
NICKMERCS,shroud,2355
NICKMERCS,loltyler1,1361
NICKMERCS,Aydan,2074
NICKMERCS,SypherPK,6608
NICKMERCS,AdinRoss,2117
NICKMERCS,Nadeshot,1607
NICKMERCS,Flight23white,763
NICKMERCS,nelkboys,992
NICKMERCS,pokimane,1128
NICKMERCS,Fresh,559
NICKMERCS,Nmplol,872
NICKMERCS,itsHafu,549
NICKMERCS,GD_booya,2125
NICKMERCS,Symfuhny,7268
NICKMERCS,RiceGum,938
NICKMERCS,TSM_ImperialHal,544
NICKMERCS,MuTeX,1507
NICKMERCS,Syndicate,885
NICKMERCS,scoped,2022
NICKMERCS,LIRIK,892
NICKMERCS,ops1x,815
NICKMERCS,dakotaz,1800
NICKMERCS,TeePee,851
NICKMERCS,Crowder,922
NICKMERCS,StableRonaldo_,1512
NICKMERCS,Tfue,2292
NICKMERCS,HusKerrs,2778
NICKMERCS,LosPollosTV,1517
NICKMERCS,Sykkuno,1751
NICKMERCS,Loeya,794
NICKMERCS,Trainwreckstv,2712
NICKMERCS,Castro_1021,1638
NICKMERCS,TimTheTatman,13187
NICKMERCS,HasanAbi,754
NICKMERCS,EmadGG,824
NICKMERCS,ludwig,1665
NICKMERCS,Replays,702
NICKMERCS,sodapoppin,1196
NICKMERCS,Bugha,1537
NICKMERCS,ImDilla,1071
NICKMERCS,scump,2428
NICKMERCS,UnknownxArmy,636
NICKMERCS,FaZeBlaze,1135
NICKMERCS,averagejoewo,555
NICKMERCS,bronny,508
NICKMERCS,NateHill,1682
CDNThe3rd,summit1g,577
Kamet0,Sardoche,697
scoped,xQcOW,948
scoped,Ninja,1262
scoped,Clix,3725
scoped,SypherPK,1211
scoped,AdinRoss,612
scoped,NICKMERCS,2022
scoped,ops1x,816
scoped,StableRonaldo_,1282
scoped,wavyjacob,520
scoped,EmadGG,578
scoped,Arab,839
scoped,Bugha,1197
scoped,UnknownxArmy,597
BastiGHG,rewinside,526
BastiGHG,Trymacs,1426
LVPes,Rekkles,648
LVPes,alexelcapo,715
LVPes,ibai,4031
LVPes,ReventXz,868
LVPes,knekro,637
LVPes,Th3Antonio,1244
LVPes,IamCristinini,806
LVPes,Werlyb,849
LVPes,ElmiilloR,2292
LVPes,Rubius,611
finalfantasyxiv,fps_shaka,544
CohhCarnage,summit1g,1641
CohhCarnage,xQcOW,998
CohhCarnage,MOONMOON,997
CohhCarnage,DrLupo,864
CohhCarnage,shroud,1284
CohhCarnage,LIRIK,2907
CohhCarnage,AdmiralBahroo,2728
CohhCarnage,TimTheTatman,922
CohhCarnage,HasanAbi,825
CohhCarnage,Quin69,543
CohhCarnage,sodapoppin,1229
CohhCarnage,Maximilian_DOOD,968
CohhCarnage,Sacriel,574
Nihachu,GeorgeNotFound,7256
Nihachu,tommyinnit,10840
Nihachu,BadBoyHalo,2468
Nihachu,Philza,6251
Nihachu,awesamdude,2520
Nihachu,Eret,1090
Nihachu,Tubbo,7436
Nihachu,Sykkuno,1234
Nihachu,ludwig,624
Nihachu,Punz,1277
Nihachu,ConnorEatsPants,1746
Nihachu,5uppp,579
moistcr1tikal,summit1g,534
moistcr1tikal,dunkstream,1152
moistcr1tikal,Mizkif,1295
moistcr1tikal,xQcOW,2181
moistcr1tikal,MOONMOON,746
moistcr1tikal,GeorgeNotFound,1225
moistcr1tikal,shroud,666
moistcr1tikal,loltyler1,606
moistcr1tikal,tommyinnit,1030
moistcr1tikal,Philza,543
moistcr1tikal,Tubbo,629
moistcr1tikal,Sykkuno,1539
moistcr1tikal,Trainwreckstv,943
moistcr1tikal,HasanAbi,924
moistcr1tikal,jacksepticeye,871
moistcr1tikal,ludwig,2734
moistcr1tikal,sodapoppin,657
moistcr1tikal,PaymoneyWubby,1047
ziGueira,alanzoka,923
TEBtv,Dota2RuHub,519
TEBtv,epicenter_en1,552
TEBtv,TEBtv3,783
Rakin,Felps,691
Rakin,PatoPapao,640
Rakin,mount,665
Rakin,Gabi,1982
Rakin,calango,592
Rakin,aXtLOL,658
Rakin,Baiano,574
Rakin,alanzoka,1641
iNoiizY,ELoTRiX,1045
Sardoche,Rekkles,510
Sardoche,Locklear,1486
